id,name,caption
ROCO_00369,PMC2216021_1746-1340-15-18-1.jpg," Lateral right ankle radiograph with evidence of calcified loose bodies (arrow) posterior to the talotibial joint. Small loose bodies are also seen anteriorly to the joint (arrow head).
"
ROCO_00386,PMC4224462_m-01-00439-fig2.jpg," BF TEM images of the nylon-12 (a) 300 nm rod and (b) 65 nm rod.
"
ROCO_00392,PMC5515862_fneur-08-00327-g009.jpg," Example of the regions of interest manually placed to validate the analyses, evaluating the influence of the stroke lesion location/hemisphere in the outcome of the results.
"
ROCO_00396,PMC3288492_cios-4-18-g025.jpg," Three-year-old girl with bilateral ulnar deficiencies and a left hypoplastic thumb with a bifid metacarpal (Courtesy of Shriners Hospital for Children, Philadelphia).
"
ROCO_00401,PMC3830277_IJEM-17-127-g002.jpg," Magnetic resonance imaging pictures well-defined sellar-suprasellar heterogenous lesion and mildly hyperintense on T1-weighted (T1W) images and brightly hyperintense on T2-weighted (T2W) images suggestive of Rathke's cyst
"
ROCO_00408,PMC4336431_gr2.jpg," Chest CT scan shows culminal cavity partially filled, with thickened wall.
"
ROCO_00415,PMC5508858_eor-2-281-g007.jpg," Anteroposterior radiograph demonstrating the ‘fleck’ sign (arrow) of the lateral malleolus due to acute peroneal tendon dislocation. Marked soft-tissue swelling is also seen here.
"
ROCO_00418,PMC3389902_poljradiol-76-1-59-g003.jpg," T2FatSat; pathologic valve/stenosis in the junction of the left IJV with brachiocephalic vein.
"
ROCO_00419,PMC4238268_CRIOR2014-265489.001.jpg," Postoperative radiographs of the total knee replacement at 8 months showing the severe heterotopic ossification.
"
ROCO_00423,PMC3088745_crg0005-0183-f02.jpg," CT showing large D1 polyp intussuscepting into D2 (arrowhead), but no obvious CT scan characteristics of a lipoma.
"
ROCO_00433,PMC2604479_umj7703-203-f1.jpg," MR Image through common femoral region showing an inhomogenous predominantly low T1 signal mass in the region of the common femoral artery.
"
ROCO_00451,PMC5629864_SNI-8-228-g001.jpg," MRI Brain with contrast (axial view) - Homogenous enhancement of the lesion based on the lateral superior sagittal sinus wall at junction of anterior and middle third, and on adjacent falx
"
ROCO_00495,PMC3468770_jkms-27-1278-g002.jpg," Fluoroscopic images with injection of contrast media. The contrast medium is spread around the anchor (arrowhead). However, no contrast medium is noted in the intrathecal space. The broken intrathecal fragment is shown as a U-shaped loop (arrow).
"
ROCO_00500,PMC3970249_CRIOG2014-603097.004.jpg," Computed tomography of chest showing largest pulmonary metastatic nodule of size 10 × 6 cm in right middle and lower lobes invading adjacent mediastinum, mediastinal pleura, pericardium, and right pulmonary vein and bronchus.
"
ROCO_00501,PMC5592767_LI-34-481-g002.jpg," Simple computed tomography scan showing massive right pleural effusion, right pulmonary atelectasis, small left pleural effusion, and adenopathy near the great vessels (arrow)
"
ROCO_00512,PMC5326951_jvms-79-418-g003.jpg," Arrowhead indicates the IVDH area. Fiber tractography showed short fiber trajectories around only two seed ROIs (arrows) and loss of continuity among fiber trajectories.
"
ROCO_00513,PMC3843327_IJRI-23-208-g002.jpg," CT scan of brain showing infarct in left capsuloganglionic region (arrow)
"
ROCO_00543,PMC4381499_13256_2015_548_Fig2_HTML.jpg,"  Thoracic computed tomographic scan showing a lesion suggestive of tuberculosis in the right apex and diffuse micronodular involvement.
"
ROCO_00553,PMC5028338_13244_2016_504_Fig21_HTML.jpg," Vegetation. Four-chamber steady-state free precession (SSFP) image in a patient with septic shock and infective endocarditis shows a linear vegetation (arrow) attached to the septal leaflet of the tricuspid valve
"
ROCO_00559,PMC3177411_JCIS-1-31-g004.jpg," A 15-year-old girl with ruptured appendicitis and 12 French pigtail catheter placement: The abscess was later shown to decrease in size and the patient had resolution of her fevers and elevated white count.
"
ROCO_00571,PMC3465138_IJPI-1-172-g015.jpg," Physical examination of delivery system after 3 h.
"
ROCO_00578,PMC4534944_kjim-2-2-278-22f3.jpg," Left coronary arteriogram in the right anterior oblique projection shows a partial segmental narrowing of the proximal left anterior descending artery (arrow).
"
ROCO_00590,PMC4050942_IJA-58-202-g001.jpg," Computerised tomographic scan chest showing tumour
"
ROCO_00593,PMC5043266_crg-0010-0489-g01.jpg," CT scan of the left lower extremity. The arrow illustrates extensive gas within the soft tissues of the left lower extremity.
"
ROCO_00600,PMC4181738_ijwh-6-857Fig2.jpg," Transabdominal ultrasound in a 16-year-old adolescent.Notes: A hemorrhagic cyst consistent with a corpus luteum cyst diagnosed on transabdominal ultrasound in a 16-year-old adolescent who presented with acute abdominal pain. A hypoechogenic cyst with an echogenic structure representing the blood clot is observed. In addition, the delicate “cobweb” is seen.
"
ROCO_00612,PMC4216457_rju11602.jpg," CT angiogram of the left leg, transverse section, shows popliteal pseudoaneurysm (asterisk) adjacent to the popliteal artery (arrow).
"
ROCO_00614,PMC4483535_TOORTHJ-9-157_F1.jpg," Determination of acetabular cup inclination and anteversion using computer software (computer-assisted measurement of total hip arthroplasty, Japan Medical Material, Osaka, Japan). The white arrow shows tear drop line.
"
ROCO_00616,PMC5419845_10-1055-s-0042-123705-i687ei1.jpg,"  Patient 1 cholangiogram. Mild anastomotic narrowing proximal to the anastomosis is seen. The donor duct is dilated and irregular in contour. It appears to contain filling defects which retrospectively are related to presence of biliary cast material in the right and left main hepatic ducts.
"
ROCO_00617,PMC5390286_srep46403-f2.jpg," Regenerated superficial radial nerve in high-frequency ultrasound at three postoperative months.
"
ROCO_00620,PMC4573864_gr4.jpg," Follow up CT abdomen showing resolution of the bile collection.
"
ROCO_00621,PMC5572046_cureus-0009-00000001394-i01.jpg," Computed tomography (CT) scan of the chest.The arrow in the scan shows a soft tissue mass that encases and compresses the superior vena cava and right posterior trachea originating from the right lung apex. The tracheal diameter is overall enlarged. Bilateral hilar lymphadenopathy is also evident, but appreciated more on the right side.
"
ROCO_00625,PMC5382336_jco-11-49-g003.jpg," Post-operative radiograph with bilateral plate osteosynthesis.
"
ROCO_00640,PMC3220149_CCD-1-255-g002.jpg," Pretreatment panoramic view
"
ROCO_00650,PMC3438029_1477-7819-10-150-3.jpg," Abdominal computed tomography scan showed a filling defect in the splenic vein (arrow), indicating thrombosis formation.
"
ROCO_00656,PMC5094824_rb-49-05-0337-g01.jpg," Lateral X-ray of the skull, showing a large, ill-defined, well-demarcated, expansile, multiloculated osteolytic lesion in the occipital bone.
"
ROCO_00658,PMC5015322_13256_2016_1024_Fig3_HTML.jpg," Computed tomography image obtained at the first examination. A well-circumscribed oval lesion, approximately 19 × 14 × 12 mm in size, was found inferior to the left nasal alar base. A small high-density area was observed adjacent to the right piriform aperture
"
ROCO_00661,PMC3193824_1752-1947-5-486-2.jpg," CT scan of his lungs, showing a large central space occupying lesion surrounding both main bronchi.
"
ROCO_00669,PMC3270595_IJOrtho-46-109-g007.jpg," Follow-up radiograph (anteroposterior view) showing union of both the fractures
"
ROCO_00678,PMC3555594_wjem-13-527-g002.jpg," Contrast-enhanced computed tomography showing a large cystic mass (arrowheads)causing cardiac compression (arrows).
"
ROCO_00685,PMC3529715_poljradiol-77-4-65-g002.jpg," Axial CT image shows a left superior vena cava (arrow).
"
ROCO_00704,PMC3998171_abc-101-01-0e01-g01.jpg," Chest CT showing a diffuse interstitial pulmonary fibrosis, with subpleural involvement, honeycombing and bronchiectasis, characteristics of a usual pattern of interstitial pneumonia.
"
ROCO_00707,PMC4024816_jkns-55-156-g001.jpg," Magnetic resonance imaging reveals a large acute spinal subarachnoid hematoma extending from C2 to T4 with spinal cord compression and numerous dilated anterior spinal arteries at the C6--T3 levels (white asterisk).
"
ROCO_00716,PMC4251482_ARYA-10-273f1.jpg," Patent ductus arteriosus (PDA) in Transthoracic echocardiography
"
ROCO_00730,PMC4873863_jvms-78-691-g001.jpg," A subcutaneous mass was observed on the right hind limb of a cat. The mass was approximately 40 mm in diameter.
"
ROCO_00751,PMC4440940_jptm-49-3-267f1.jpg," Abdominal contrast-enhanced computed tomography scan reveals diffuse enhancing wall thickening (arrow) without an obvious mass-like lesion.
"
ROCO_00757,PMC3099620_wjem12_2p0258f2.jpg," Computed tomography showed a 5.6 × 4.7 cm mass in the left pelvis along the posterior dome of the bladder, which was consistent with a pheochromocytoma, given its location and the clinical picture.
"
ROCO_00767,PMC3991956_AMHSR-4-279-g004.jpg," Orthopantomogram with multiple multilocular radiolucent lesions in the maxilla and mandible
"
ROCO_00781,PMC4550002_CCD-6-428-g010.jpg," Panoramic radiograph (postoperative)
"
ROCO_00791,PMC3670568_CRIM.ORTHOPEDICS2013-914329.001.jpg," X-ray of the septic ACL reconstructed knee.
"
ROCO_00806,PMC4745307_CRIOG2016-7816306.003.jpg," Magnetic resonance imaging of the fetal cyst.
"
ROCO_00812,PMC3920426_gr4.jpg," Computed tomography scan of the chest performed one month after discharge showed resolution of ground glass opacities.
"
ROCO_00838,PMC5364905_nmccrj-4-033-g002.jpg,"  Magnetic resonance angiography showing no aneurysm at the any portions of arteries.
"
ROCO_00845,PMC5717907_AMS-7-278-g002.jpg," Orthopantomograph of the patient with periapical radiolucency in relation to lower central incisors and impacted lower third molars
"
ROCO_00847,PMC3775131_JCN-2-101-g002.jpg," Magnetic resonance imaging showing vertebral duplication and myelocystocoele
"
ROCO_00855,PMC4276793_cmj-50-115-g001.jpg," Chest radiograph showing an absence of lung markings and a pleural line in the right chest, suggestive of spontaneous pneumothorax.
"
ROCO_00857,PMC4876204_CRIRA2016-5727138.005.jpg," Axial T2 gradient echo sequence shows no signal abnormality within right striatum but some scattered blooming artifacts within left thalami consistent with petechial hemorrhages.
"
ROCO_00883,PMC4075797_1806-3713-jbpneu-39-01-00116-gf01.jpg," Chest CT scan showing a left perihilar mass.
"
ROCO_00886,PMC2682416_12178_2008_9035_Fig4_HTML.jpg," Interlaminar epidural depicting epidural hematomagram (white arrows). Black arrow placed to highlight needle location
"
ROCO_00890,PMC4878457_gr1.jpg," Transverse plane of abdominal CT-scan showing the lineal flexure and faecal impaction.
"
ROCO_00910,PMC3180986_APC-4-200-g002.jpg," Parasternal short axis view at the level of aortic valve showing dilated left coronary artery (two arrows) and right coronary artery (single arrow)
"
ROCO_00934,PMC3258555_ijmsv09p0137g02.jpg," Panoramic view of the patient presenting multiple osteomas. A particularly large lobulated osteoma is present in the right condyle and coronoid process that impacted both permanent and deciduous teeth.
"
ROCO_00947,PMC5667711_cr-08-232-g002.jpg," Chest X-ray (AP view) perfromed following the endotracheal intubation in this patient on admission shows the satisfactory position of the endotracheal tube. The lungs are clear with no clear infiltrates or any evidence of pneumothorax.
"
ROCO_00967,PMC5734157_fig-1.jpg," X-ray demonstrating stone within cutaneous reservoir.
"
ROCO_00973,PMC4299370_10.1177_2047981614560077-fig3.jpg," An axial CT scan of the cerebrum, performed 4 years earlier, on which one could recognize the MRI verified herniation of left parahippocampal gyrus (arrow).
"
ROCO_00976,PMC3415094_PAMJ-12-38-g002.jpg," Mammographie de profil de Madame GF montrant une opacité du sein gauche au niveau du quadrant supérointerne classée ACR5
"
ROCO_00990,PMC5501116_12879_2017_2571_Fig2_HTML.jpg," Mucosal leishmaniasis. CT scan showing left maxillary sinusitis and centimetric perforation of the nasal septal cartilage
"
ROCO_00998,PMC3170179_1865-1380-4-47-5.jpg," Computed tomography with intravenous contrast demonstrating large hematoma around the right kidney with contrast extravasation.
"
ROCO_01001,PMC5181523_poljradiol-81-572-g009.jpg," Right renal parenchymal laceration (arrow) with perinephric hematoma.
"
ROCO_01006,PMC3475029_1758-2555-4-25-2.jpg," X-ray images from four directions to confirm bone union. Anteroposterior radiograph.
"
ROCO_01007,PMC4992788_CRIU2016-2573476.006.jpg," Follow-up CT venous phase.
"
ROCO_01010,PMC4247511_IJRI-24-410-g008.jpg," Paragangliomas. Axial contrast-enhanced CT shows striking enhancement in bilateral carotid body tumors (paragangliomas) with splaying of left-sided internal carotid artery (short arrow) and external carotid artery (dashed arrow). Long arrow shows the internal jugular vein
"
ROCO_01011,PMC3427963_ebsj01051-001.jpg," Fat suppressed magnetic resonance imaging demonstrating edema in the cervical spinal cord as a result of root avulsion.
"
ROCO_01013,PMC5380785_gr1.jpg," Anteroposterior view radiograph showing an area of sclerosis in the lateral distal region of the clavicle.
"
ROCO_01017,PMC2409353_1752-1947-2-165-1.jpg," The suspicious lesion and the vacuum-assisted breast biopsy probe underneath the skin.
"
ROCO_01024,PMC4574058_isd-45-193-g002.jpg," A panoramic radiograph reveals the fusion of the maxilla and mandible extending from the right upper second premolar to the tip of coronoid process of mandible.
"
ROCO_01028,PMC4173424_AER-6-94-g004.jpg," Femoral angiogram, showing femoral artery occlusion
"
ROCO_01040,PMC5025125_AJUM-15-05-g003.jpg," Sonogram of a foreign body – wood imbedded in the adductor muscle of a 55‐year‐old male.
"
ROCO_01057,PMC3398658_JO2012-213421.007.jpg," MIP RMI reconstruction. Preoperative staging study due to a right breast lesion, where a second lesion was identified at the left breast, corresponding to synchronic bilateral carcinoma.
"
ROCO_01063,PMC3714072_JCHIMP-2-19159-g001.jpg," Superior venogram showing tight stenosis of SVC (arrow).
"
ROCO_01066,PMC4777700_PWKI-12-26596-g005.jpg," Plain abdominal X-ray visualizing correct position of stent graft
"
ROCO_01083,PMC3562568_CRIM.OBGYN2013-243590.002.jpg," Ultrasound image at 26 weeks' gestation of a cervical teratoma.
"
ROCO_01087,PMC3078310_256_2010_1058_Fig1_HTML.jpg," T1rho map shows the segmented posterior horn of the medial meniscus
"
ROCO_01093,PMC2841605_1824-7288-36-3-2.jpg," Postoperative abdominal X-Ray with barium meal.
"
ROCO_01101,PMC2988895_crg0004-0035-f01.jpg," Aortic arch angiogram of case 1 showing stenoses of multiple large arteries of the aorta.
"
ROCO_01132,PMC4248617_kcj-44-434-g001.jpg," An computed tomography image. Contrast-enhanced computed tomography demonstrating compression of the left renal vein between the aorta (Ao) and superior mesenteric artery (SMA) with dilatation of the distal part of the left renal vein (LRV).
"
ROCO_01140,PMC2823204_ORT-1745-3674-80-314-g005.jpg," An acetabular labral tear visualized with ultrasound. The crosses mark the approximate limits of the triangular-shaped labrum. The thick arrow points to the hypoechoic cleft that runs through the base of the labrum, ending in cystic formation just superior to the labrum (3 thin arrows).
"
ROCO_01167,PMC5100042_ijcn-10-080-g001.jpg," Faint low attenuated areas in the left lentiform nucleus at the level of midbrain are seen
"
ROCO_01171,PMC4945330_cureus-0008-000000000641-i04.jpg," Postoperative CT ImagingPostoperative axial CT showing the extent of the bony clivus resection.
"
ROCO_01175,PMC3988346_jbc-17-76-g001.jpg," Calculation of shear wave velocity (Vs) of breast lesion. Marginal areas of mass and the surrounding tissues are included in the region of interest. The numeric value of the shear wave velocity is displayed on the monitor.
"
ROCO_01183,PMC3998813_s-21-00479-fig4.jpg," Flat-dark-corrected frame from a movie of a live mouse captured with a 200 µm flat-panel detector (Hamamatsu C9252DK-14) at 30 frames s−1. The movie is available online in the supporting information. [Supporting information for this paper is available from the IUCr electronic archives (reference: MO5075).] The vertical line on the right is an artefact of the detector, not the beam.
"
ROCO_01213,PMC4023007_SNI-5-122-g004.jpg," Sagittal cervical CT scan – Bone window
"
ROCO_01215,PMC3409628_jocmr-04-295-g005.jpg," Brain MR imaging (T1WI) showed hyperintensity of basal nuclei indicating chronic hepatic encephalopathy.
"
ROCO_01219,PMC5329861_j_med-2016-0074_fig_003.jpg," Mirror image
"
ROCO_01225,PMC5653901_jgc-14-08-534-g001.jpg," Still image of transthoracic echocardiogram depicting the papillary fibroelastoma (arrow) attached to the septal wall of the left ventricle.
"
ROCO_01235,PMC5426872_gox-5-e1284-g001.jpg," Case 1. X-ray showing a giant-cell tumor of the ulnar head in a 29-year-old patient.
"
ROCO_01250,PMC3161491_JOACP-27-426-g001.jpg," Preoperative lateral view neck radiograph showing thumb sign
"
ROCO_01256,PMC3213723_LI-28-306-g003.jpg," CT Chest showing right pulmonary artery aneurysm with thrombus in situ
"
ROCO_01278,PMC3194033_jocmr-02-277-g001.jpg," Lateral x-ray demonstrating the osseous reaction at the distal third of the humerus at the time of admission.
"
ROCO_01286,PMC3685345_WO-17-20337-g002.jpg," Orthopantomogram showing lesion involving the left side of the hard palate
"
ROCO_01292,PMC3881060_ETM-07-02-0349-g01.jpg," Endoscopic ultrasonography revealed a tumor with low homogenous echogenicity originating in the gastric muscular layer.
"
ROCO_01310,PMC5460065_jgc-14-03-185-g004.jpg," Transthoracic echocardiography in the four-chamber view showing global left atrial longitudinal strain rate.In the presence of atrial fibrillation, one of the two negative peaks of the strain rate curve disappears (blue arrow).
"
ROCO_01311,PMC5622132_41598_2017_12590_Fig3_HTML.jpg," Lesion regions of Interest. Fluid attenuated inversion recovery (FLAIR) image from subject 8 with lesion core and contusion highlighted on a single axial slice.
"
ROCO_01312,PMC5169078_CTO-15-05-g-006.jpg," Computertomographic presentation of the distance between the bony tube canal and the internal carotid artery in axial reconstruction. The white arrows mark the lumen of the Eustachian tube, the black arrows mark the bony canal of the internal carotid artery.
"
ROCO_01347,PMC5374816_JOACP-33-125-g002.jpg," Contrast enhanced computed tomography chest horizontal view showing right lower bronchus (a) lying close to large abscess cavity in right lung (b)
"
ROCO_01356,PMC5351372_LI-34-206-g001.jpg," Massive left sided pleural effusion with shift of mediastinum to right
"
ROCO_01380,PMC3687627_cpe-19-109-g001.jpg," T2-weighted axial MRI sequence showing bilateral periventricular white matter hyperintensity (arrow) and cortico-subcortical atrophy.
"
ROCO_01390,PMC5609194_etm-14-03-1879-g01.jpg," Case 3 ultrasound images: ‘Keyhole sign’ of enlarged fetal bladder and post-bladder neck urethral meatus.
"
ROCO_01396,PMC3530861_CRIM.ID2012-409896.002.jpg," Chest X-ray on admission showed infiltrates and pleural effusion on the right lower zone.
"
ROCO_01403,PMC4405516_JFRH-9-41-g002.jpg," Metastatic brain lesion with central necrosis
"
ROCO_01404,PMC4501468_gr1.jpg," Total upper-right lobe atelectasis due to bronchus obstruction.
"
ROCO_01412,PMC4297816_aps-42-91-g004.jpg," Femoral bursitis (withe arrow). He was treated for Morel Lavallee syndrome with percutaneous drainage with compression. He underwent one more operation for removal of the bursitis.
"
ROCO_01414,PMC4974990_AJNS-11-454-g004.jpg," Postoperative T1W post-contrast image
"
ROCO_01416,PMC4048049_1752-1947-8-149-2.jpg," An OptEase® retrievable vena cava filter was placed in the inferior vena cava via the right femoral vein under digital subtraction angiography, and a venogram showed total occlusion of the left iliac vein.
"
ROCO_01419,PMC2824875_ymj-51-273-g001.jpg," Chest X-ray obtained on arrival showing mild cardiomegaly.
"
ROCO_01429,PMC3097811_biij-02-e58-g04.jpg," Frozen US image depicting a transverse view of the BT.
"
ROCO_01430,PMC4351339_kjim-30-267-g001.jpg," Chest X-ray shows a left retrocardiac homogenous opacity (arrow) and left costophrenic angle blunting.
"
ROCO_01435,PMC5358187_cr-04-041-g002.jpg," 1.9 cm ostium secundum type atrial septal defect in subcostal view.
"
ROCO_01455,PMC2697532_tcrm-5-0217f1.jpg," Osteolytic lesion in the lower jaw of patient treated with Zometa® for 12 months (59 years old, female, breast cancer).
"
ROCO_01456,PMC4709710_CHSJ-40-4-289-fig1.jpg," Coxal X-ray. It can be seen marked narrowing of the left coxal-femoral joint space, left femoral head deformation, circumscribed areas at the femoral neck, anterior-superior region and subchondral bone attachment aspect.
"
ROCO_01463,PMC3016723_jsls-1-3-237-g01.jpg," ERCP showing poorly defined cystic duct, common bile duct junction
"
ROCO_01464,PMC3046000_1471-2474-12-45-12.jpg," Incomplete filling of the cyst. 23 months after nail removal. Small residual cyst in the area of the former postoperative defect (Capanna Typ 2).
"
ROCO_01477,PMC4310947_jkms-30-194-g001.jpg," Simultaneous rib fractures in patients with OVCF.
"
ROCO_01481,PMC5192313_CRIT2016-6268370.003.jpg," Preanhepatic phase. TEE midesophageal view: clot in the right atrium appears to be attached to 9 French catheter.
"
ROCO_01487,PMC3775090_IJO-61-469-g004.jpg," AS-OCT image of a patient who has undergone FLEK at 3 months postop showing good scarring and approximation at the interface
"
ROCO_01498,PMC4864514_jgo-27-e38-g002.jpg," Magnetic resonance imaging (MRI)-invisible 1A endometrial cancer in a 68-year-old woman. A T2-weighted sagittal image shows no focal lesion within the hyperintense endometrium (arrows). Prior to the MRI scan, endometrial biopsy revealed grade II endometrioid adenocarcinoma. Pathologic examination following hysterectomy confirmed no residual cancer but scattered atypical endometrial glands. There was no metastasis in the pelvic and para-aortic lymph nodes. No recurrent cancer has been found for postoperative 49 months.
"
ROCO_01499,PMC3162870_JOMFP-13-97-g003.jpg," Well-defined radio-lucency with focal radio-opacity and impacted 38. Root resorption of 36 and 37
"
ROCO_01519,PMC4841004_ol-11-05-3049-g03.jpg," Follow-up chest radiograph obtained 2 weeks after Fig. 3 (day 37) showing a ball-shaped cavitating mass with crescentic cavitation in the posterior segment of the right upper lobe.
"
ROCO_01525,PMC3611914_JPN-7-211-g005.jpg," Post-operative computerized tomography scan showing complete tumor excision
"
ROCO_01537,PMC3447436_poljradiol-77-3-60-g004.jpg," Case 2: 46-year-old man. CE-US images. After contrast administration, a small, well-demarcated nodule in segment VII of the liver is visible.
"
